account_id,intervention,ev,net,selected
A020175,large_withdrawal,129.01820113902403,54.01820113902403,1
A022225,large_withdrawal,492.0202031721393,417.0202031721393,1
A029276,large_withdrawal,119.4928636630058,44.49286366300581,1
A005784,large_withdrawal,78.1341729407347,3.1341729407347003,1
A021024,large_withdrawal,275.48501767955906,200.48501767955906,1
A012327,large_withdrawal,87.97664979102852,12.976649791028521,1
A013932,large_withdrawal,76.67177089800543,1.671770898005434,1
A031077,large_withdrawal,164.52360173959121,89.52360173959121,1
A034265,large_withdrawal,731.5968879556063,656.5968879556063,1
A017979,large_withdrawal,76.6818979329566,1.681897932956602,1
A036560,large_withdrawal,103.08081380130774,28.08081380130774,1
A017620,large_withdrawal,103.32575308521118,28.325753085211176,1
A013661,large_withdrawal,116.62885360913675,41.628853609136755,1
A006988,large_withdrawal,124.6617143351166,49.6617143351166,1
A003913,large_withdrawal,590.5967253987891,515.5967253987891,1
A018840,large_withdrawal,149.68476258193158,74.68476258193158,1
A019763,large_withdrawal,166.3436123381869,91.34361233818689,1
A013332,large_withdrawal,107.64279220441024,32.64279220441024,1
A021774,large_withdrawal,100.03220032706119,25.03220032706119,1
A005168,large_withdrawal,132.74620529996145,57.746205299961446,1
A002687,large_withdrawal,96.18082319112204,21.180823191122045,1
A019240,large_withdrawal,339.7697321240026,264.7697321240026,1
A015535,large_withdrawal,183.22592959833088,108.22592959833088,1
A014503,large_withdrawal,249.0213599617936,174.0213599617936,1
A006973,large_withdrawal,88.5772893637237,13.577289363723693,1
A016143,large_withdrawal,287.1074522665123,212.10745226651233,1
A016484,large_withdrawal,86.18933438156623,11.189334381566226,1
A036043,large_withdrawal,117.82108717011802,42.82108717011802,1
A019923,large_withdrawal,88.63936109220586,13.63936109220586,1
A012666,large_withdrawal,116.77327590151157,41.77327590151157,1
A016079,large_withdrawal,83.73544827763595,8.735448277635953,1
A006864,large_withdrawal,128.22309037735224,53.223090377352236,1
A003358,large_withdrawal,96.12965202534535,21.12965202534535,1
A037905,large_withdrawal,85.62750977542623,10.627509775426233,1
A016557,large_withdrawal,127.66691860056523,52.666918600565225,1
A027774,large_withdrawal,105.28149847263559,30.28149847263559,1
A038783,large_withdrawal,137.2347953433353,62.23479534333529,1
A019320,large_withdrawal,137.318199493739,62.318199493739,1
A026699,large_withdrawal,122.02084817539212,47.02084817539212,1
A039261,large_withdrawal,169.94393225707046,94.94393225707046,1
A004410,large_withdrawal,302.3218969312698,227.3218969312698,1
A026544,large_withdrawal,104.91586579199945,29.91586579199945,1
A004676,large_withdrawal,418.50383369746055,343.50383369746055,1
A015532,large_withdrawal,102.02918520649696,27.02918520649696,1
A037526,large_withdrawal,86.9716243066351,11.971624306635107,1
A010474,large_withdrawal,87.44774048115092,12.447740481150916,1
A037211,large_withdrawal,85.38719472140242,10.387194721402423,1
A038326,large_withdrawal,253.7141478774369,178.7141478774369,1
A028799,large_withdrawal,149.04216053765117,74.04216053765117,1
A036892,large_withdrawal,82.71920523637691,7.719205236376908,1
A000093,large_withdrawal,80.74828367900687,5.7482836790068745,1
A021896,large_withdrawal,150.5842289214207,75.5842289214207,1
A000586,large_withdrawal,112.56988684277702,37.569886842777024,1
A006392,large_withdrawal,76.05590911954091,1.0559091195409138,1
A033158,large_withdrawal,469.9544040002996,394.9544040002996,1
A028872,large_withdrawal,109.14059237498815,34.140592374988145,1
A009744,large_withdrawal,84.78541162624776,9.785411626247765,1
A020366,large_withdrawal,321.01028883023486,246.01028883023486,1
A013086,large_withdrawal,298.7241827558594,223.72418275585937,1
A020756,large_withdrawal,2729.7598950288034,2654.7598950288034,1
A020871,large_withdrawal,102.46496780735839,27.46496780735839,1
A035140,large_withdrawal,135.96249087436271,60.962490874362715,1
A033735,large_withdrawal,105.64472672603982,30.64472672603982,1
A007327,large_withdrawal,211.29632239751152,136.29632239751152,1
A018405,large_withdrawal,238.58570890206826,163.58570890206826,1
A007115,large_withdrawal,198.50685388160755,123.50685388160755,1
A008525,large_withdrawal,173.78115133787378,98.78115133787378,1
A015954,large_withdrawal,98.35228547345837,23.352285473458366,1
A006525,large_withdrawal,116.69613732875477,41.69613732875477,1
A011246,large_withdrawal,80.95340620185264,5.953406201852644,1
A033624,large_withdrawal,115.81781432537731,40.81781432537731,1
A035113,large_withdrawal,89.38731533814489,14.387315338144887,1
A010054,large_withdrawal,328.77176433301327,253.77176433301327,1
A002247,large_withdrawal,221.14381124622886,146.14381124622886,1
A006556,large_withdrawal,81.38258599048099,6.38258599048099,1
A012658,large_withdrawal,89.06596615781346,14.065966157813463,1
A023497,large_withdrawal,81.5413779828159,6.541377982815902,1
A030695,large_withdrawal,145.92470367980053,70.92470367980053,1
A022966,large_withdrawal,82.01830575081823,7.018305750818229,1
A005644,large_withdrawal,309.875239573382,234.87523957338198,1
A020690,large_withdrawal,82.86854376062284,7.868543760622842,1
A013849,large_withdrawal,84.81073378855034,9.810733788550337,1
A036504,large_withdrawal,98.37933972618512,23.379339726185123,1
A005161,large_withdrawal,87.35457875910092,12.354578759100917,1
A011025,large_withdrawal,77.87938333015097,2.879383330150972,1
A005783,large_withdrawal,206.81078862325842,131.81078862325842,1
A024463,large_withdrawal,78.30234573473506,3.3023457347350558,1
A024009,large_withdrawal,112.00015123083236,37.00015123083236,1
A036732,large_withdrawal,95.41793396748315,20.41793396748315,1
A009246,large_withdrawal,265.8324906176745,190.83249061767452,1
A014239,large_withdrawal,97.91301077822469,22.913010778224688,1
A006350,large_withdrawal,109.70707272906208,34.70707272906208,1
A035839,large_withdrawal,105.62804436914293,30.628044369142927,1
A013164,large_withdrawal,128.18922315028993,53.18922315028993,1
A038558,large_withdrawal,108.76174304263048,33.761743042630485,1
A008513,large_withdrawal,229.45349891053618,154.45349891053618,1
A039337,large_withdrawal,268.44583073737647,193.44583073737647,1
A003340,large_withdrawal,119.18548226341255,44.18548226341255,1
A023738,large_withdrawal,85.87245581750062,10.872455817500622,1
A006997,large_withdrawal,745.963396866678,670.963396866678,1
A007497,large_withdrawal,94.7348199545298,19.734819954529797,1
A007819,large_withdrawal,99.77385706441292,24.773857064412923,1
A032082,large_withdrawal,114.81980353497542,39.81980353497542,1
A017461,large_withdrawal,87.57859718422267,12.578597184222673,1
A013520,large_withdrawal,380.63030954690214,305.63030954690214,1
A031287,large_withdrawal,116.97366458313138,41.97366458313138,1
A032566,large_withdrawal,94.65332976461221,19.65332976461221,1
A015081,large_withdrawal,94.6629759901478,19.6629759901478,1
A027372,large_withdrawal,448.3029376582969,373.3029376582969,1
A021846,large_withdrawal,83.66688679209645,8.666886792096449,1
A036971,large_withdrawal,148.5132720091201,73.5132720091201,1
A034290,large_withdrawal,235.1111207091122,160.1111207091122,1
A021059,large_withdrawal,197.05928656201024,122.05928656201024,1
A021857,large_withdrawal,106.2953674035977,31.295367403597695,1
A016108,large_withdrawal,322.5743537814034,247.57435378140337,1
A011926,large_withdrawal,89.7521105790789,14.752110579078902,1
A016677,large_withdrawal,164.18166759682947,89.18166759682947,1
A009964,large_withdrawal,86.86645860241335,11.866458602413346,1
A020013,large_withdrawal,83.63364144449167,8.633641444491673,1
A001344,large_withdrawal,102.91633086536511,27.91633086536511,1
A027518,large_withdrawal,255.98512830155366,180.98512830155366,1
A003970,large_withdrawal,151.2985667767288,76.29856677672879,1
A013348,large_withdrawal,80.88355245872509,5.883552458725092,1
A000898,large_withdrawal,93.93377810903867,18.93377810903867,1
A016005,large_withdrawal,222.16957167041912,147.16957167041912,1
A029351,large_withdrawal,83.31246841744235,8.312468417442346,1
A030987,large_withdrawal,90.05014969223086,15.05014969223086,1
A004092,large_withdrawal,121.85272085122207,46.852720851222074,1
A016556,large_withdrawal,90.87147739740045,15.871477397400454,1
A016846,large_withdrawal,300.0629204487929,225.0629204487929,1
A005624,large_withdrawal,177.62284494874982,102.62284494874982,1
A036093,large_withdrawal,94.61416707843281,19.614167078432814,1
A030410,large_withdrawal,131.4729459398348,56.4729459398348,1
A009143,large_withdrawal,81.28340806097603,6.283408060976029,1
A026823,large_withdrawal,95.80382479969728,20.80382479969728,1
A012661,large_withdrawal,105.41613275544306,30.41613275544306,1
A015140,large_withdrawal,477.66019231695844,402.66019231695844,1
A000216,large_withdrawal,109.1000253961028,34.100025396102794,1
A019742,large_withdrawal,77.65859713008297,2.658597130082967,1
A013001,large_withdrawal,110.96006345233313,35.96006345233313,1
A013297,large_withdrawal,77.73103065648816,2.7310306564881586,1
A020330,large_withdrawal,91.90160560926265,16.901605609262646,1
A032127,large_withdrawal,103.06441232817413,28.06441232817413,1
A025768,large_withdrawal,155.51009386973823,80.51009386973823,1
A003810,large_withdrawal,115.01693252060457,40.01693252060457,1
A035567,large_withdrawal,87.49993105783099,12.499931057830992,1
A003881,large_withdrawal,85.06042912267023,10.060429122670229,1
A026469,large_withdrawal,98.54687881379913,23.546878813799125,1
A009107,large_withdrawal,88.90537505187574,13.905375051875737,1
A038752,large_withdrawal,84.66495860340333,9.664958603403335,1
A007382,large_withdrawal,105.10737116396035,30.10737116396035,1
A006378,large_withdrawal,144.54103381774553,69.54103381774553,1
A033007,large_withdrawal,77.02710907798398,2.0271090779839795,1
A021483,large_withdrawal,194.0193231757995,119.01932317579951,1
A015146,large_withdrawal,121.31612108226771,46.31612108226771,1
A016313,large_withdrawal,115.71967146285542,40.719671462855416,1
A005854,large_withdrawal,318.3878453679494,243.3878453679494,1
A039490,large_withdrawal,623.8339033223103,548.8339033223103,1
A030608,large_withdrawal,85.77374671595972,10.773746715959717,1
A037342,large_withdrawal,108.1382167017365,33.138216701736496,1
A028323,large_withdrawal,121.91460464454553,46.914604644545534,1
A017768,large_withdrawal,353.95325200751824,278.95325200751824,1
A036448,large_withdrawal,221.6125958170295,146.6125958170295,1
A025482,large_withdrawal,116.80574454092168,41.80574454092168,1
A021967,large_withdrawal,84.29935307655388,9.299353076553885,1
A037498,large_withdrawal,93.38209815867563,18.382098158675632,1
A018393,large_withdrawal,222.8203363702681,147.8203363702681,1
A037956,large_withdrawal,84.13234159818552,9.13234159818552,1
A020469,large_withdrawal,75.20636317097986,0.20636317097985568,1
A004620,large_withdrawal,101.79462186253782,26.794621862537824,1
A009510,large_withdrawal,118.05371323485768,43.05371323485768,1
A035646,large_withdrawal,75.43122339131845,0.4312233913184542,1
A024895,large_withdrawal,117.52270002222919,42.52270002222919,1
A037679,large_withdrawal,103.16975715233723,28.169757152337226,1
A016338,large_withdrawal,82.31009201223024,7.310092012230243,1
A026342,large_withdrawal,145.460963302318,70.46096330231799,1
A004282,large_withdrawal,231.08964389249218,156.08964389249218,1
A014690,large_withdrawal,101.97246361075587,26.972463610755867,1
A022264,large_withdrawal,99.89106463417454,24.89106463417454,1
A006504,large_withdrawal,80.18060890169109,5.1806089016910875,1
A018655,large_withdrawal,252.20708806983274,177.20708806983274,1
A015424,large_withdrawal,96.51364914534159,21.51364914534159,1
A015898,large_withdrawal,84.264224210475,9.264224210475007,1
A007590,large_withdrawal,413.51918187808104,338.51918187808104,1
